,ID,SUMMARY,CLASSIFIED
352,LUCENE-5352, PackedInts.fastestFormatAndBits returns slower format for Direct ,BUG
353,LUCENE-5353, ShingleFilter should have a way to specify FILLER_TOKEN ,BUG
354,LUCENE-5354, Blended score in AnalyzingInfixSuggester ,NUG
355,LUCENE-5355, Add more support to validate the -Dbootclasspath given for javadocs generate ,NUG
356,LUCENE-5356, Morfologik filter can accept custom dictionary resources ,NUG
357,LUCENE-5357, Upgrade StandardTokenizer & co to latest unicode rules ,NUG
358,LUCENE-5358, Code cleanup on KStemmer ,NUG
359,LUCENE-5359, ThreadAffinityDocumentsWriterThreadPool checks hasQueuedThreads rather than isLocked ,BUG
360,LUCENE-5360, Add support for developing in netbeans IDE ,NUG
361,LUCENE-5361, FVH throws away some boosts ,BUG
362,LUCENE-5362, IndexReader and friends should check ref count when incrementing ,NUG
365,LUCENE-5365, Typo with QueryNodeOperation.logicalAnd ,BUG
,,,
367,LUCENE-5367, NoSuchElementException occurs when org.apache.lucene.facet.index.FacetFields is used. ,BUG
368,LUCENE-5368, Only close IndexOuput when MockDirectoryWrapper crashes... ,BUG
,,,
,,,
371,LUCENE-5371, Range faceting should use O(log(N)) search per hit ,BUG
,,,
373,LUCENE-5373, Lucene42DocValuesProducer.ramBytesUsed is over-estimated ,BUG
,,,
375,LUCENE-5375, ToChildBlockJoinQuery becomes crazy on wrong subquery ,BUG
,,,
377,LUCENE-5377, IW.addIndexes(Dir[]) causes silent index corruption ,BUG
,,,
,,,
380,LUCENE-5380, PagingFieldCollector should track previous page hits ,BUG
381,LUCENE-5381, Lucene highlighter doesn't honor hl.fragsize; it appends all text for last fragment ,BUG
382,LUCENE-5382, SIGSEGV in jdk 1.8.0 ea b121 (32 bit) ,BUG
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
391,LUCENE-5391, UAX29URLEmailTokenizer should not tokenize no-scheme domain-only URLs that are followed by an alphanumeric character ,BUG
,,,
,,,
394,LUCENE-5394, TokenSources.getTokenStream doesn't return payloads ,BUG
,,,
396,LUCENE-5396, SpanNearQuery returns single term spans ,BUG
,,,
398,LUCENE-5398, NormValueSource unable to read long field norm ,BUG
399,LUCENE-5399, PagingFieldCollector is very slow with String fields ,BUG
400,LUCENE-5400, Long text matching email local-part rule in UAX29URLEmailTokenizer causes extremely slow tokenization ,BUG
492,LUCENE-5492, IndexFileDeleter AssertionError in presence of *_upgraded.si files ,BUG
,,,
494,LUCENE-5494, ArrayIndexOutOfBounds - WordBreakSolrSpellChecker.java:266 ,BUG
495,LUCENE-5495, Boolean Filter does not handle FilterClauses with only bits() implemented ,BUG
,,,
497,LUCENE-5497, hunspell doesnt handle escaping or optional conditions properly ,BUG
498,LUCENE-5498, SortingAtomicReader should be package private ,BUG
499,LUCENE-5499, EarlyTerminatingSortingCollector shouldnt require exact Sort match ,BUG
,,,
501,LUCENE-5506, Ignoring the Return Values Of Immutable Objects ,BUG
502,LUCENE-5507, fix hunspell affix file loading ,BUG
503,LUCENE-5508, Unnecessary Check and Assgiment at FieldFacetStats ,BUG
504,LUCENE-5509, Equals Methods Does Not Consider Null Case ,BUG
505,LUCENE-5518, minor hunspell optimizations ,BUG
506,LUCENE-5519, Make queueDepth enforcing optional in TopNSearcher ,BUG
507,LUCENE-5520, ArrayIndexOutOfBoundException in ToChildBlockJoinQuery when there's a deleted parent without any children ,BUG
508,LUCENE-5521, Egothor Stemmer Bug for Optimizing (removing holes in the rows) for the given Trie ,BUG
509,LUCENE-5522, FacetConfig doesn't add drill-down terms for facet associations ,BUG
510,LUCENE-5523, MemoryIndex.addField violates TokenStream contract ,BUG
511,LUCENE-5524, Elias-Fano sequence also on BytesRef ,BUG
512,LUCENE-5525, Implement MultiFacets.getAllDims ,BUG
513,LUCENE-5526, Forced merges ,BUG
514,LUCENE-5527, Make the Collector API work per-segment ,BUG
515,LUCENE-5532, AutomatonQuery.hashCode is not thread safe ,BUG
516,LUCENE-5533," TaxonomyFacetSumIntAssociations overflows, unpredicted results ",BUG
517,LUCENE-5534, GreekStemmer javadocs ,BUG
518,LUCENE-5535, DrillDownQuery not working with AssociateFacetFields? ,BUG
519,LUCENE-5536, TaxonomyFacetSumInt/FloatAssociations should not rollup() ,BUG
520,LUCENE-5537, Fix version check in TestCheckIndexes ,BUG
521,LUCENE-5538, FastVectorHighlighter fails with booleans of phrases ,BUG
522,LUCENE-5539, Simplify IndexWriter.commitMergedDeletesAndUpdates ,BUG
523,LUCENE-5540, Update forbidden-apis and other tools ,BUG
524,LUCENE-5541," FileExistsCachingDirectory, to work around unreliable File.exists ",BUG
525,LUCENE-5544, exceptions during IW.rollback can leak files and locks ,BUG
526,LUCENE-5547,TestICUNormalizer2CharFilter test failure,BUG
527,LUCENE-5548, Improve flexibility and testability of the classification module ,BUG
528,LUCENE-5549, Debug spatial test failure isWithin  ,BUG
529,LUCENE-5550, Handle NoSuchFileException ,BUG
530,LUCENE-5551, Fix warnings in the ant build ,BUG
531,LUCENE-5552,Upgrade JFlex version from 1.5.0 to 1.5.1,BUG
532,LUCENE-5553, IndexReader#ReaderClosedListener is not always called on IndexReader#close() ,BUG
533,LUCENE-5555, SortedInputIterator does not encode/decode contexts when payload is present ,BUG
534,LUCENE-5557, Not all Filters implement equals and hash code ,BUG
535,LUCENE-5561, NativeUnixDirectory is broken ,BUG
536,LUCENE-5562, LuceneSuggester does not work on Android ,BUG
537,LUCENE-5563, Remove sep layout ,BUG
538,LUCENE-5564, Currency characters are not tokenized ,BUG
539,LUCENE-5565, Remove String based encoding from SpatialPrefixTree/Cell API; just use bytes ,BUG
540,LUCENE-5566, Inconsistent search results in different threads but same query ,BUG
541,LUCENE-5567, When a suite fails with zombie threads failure marker and count is not propagated properly ,BUG
542,LUCENE-5568, Benchmark default.codec doesn't work ,BUG
543,LUCENE-5569, Rename AtomicReader to LeafReader ,BUG
544,LUCENE-5570, FSDirectory's fsync() is lenient ,BUG
545,LUCENE-5571, jvm crash in randomized runner/analyzers-common tests ,BUG
546,LUCENE-5572, JapaneseTokenizer is sensitive to interrupts ,BUG
547,LUCENE-5573, Deadlock during class loading/ initialization ,BUG
548,LUCENE-5574, NRT Reader close can wipe index it doesn't own ,BUG
549,LUCENE-5575, Non-reproducible TestICUTokenizerCJK failure ,BUG
550,LUCENE-5576, Re-enable MockDirectoryWrapper's unref'd file checking ,BUG
551,LUCENE-5577, Temporary folder and file management (and cleanup facilities) ,BUG
552,LUCENE-5578, Stored fields might accumulate checksums on merges ,BUG
553,LUCENE-5581, gpg artifact signing is difficult ,BUG
554,LUCENE-5582, Remove IndexOutput.length and .setLength ,BUG
555,LUCENE-5586, BufferedChecksumIndexInput is not cloneable ,BUG
556,LUCENE-5587,TestSimpleTextDocValuesFormat.testMergeStability -seed 161C8BDA82B2190F,BUG
557,LUCENE-5588, We should also fsync the directory when committing ,BUG
558,LUCENE-5589, release artifacts are too large. ,BUG
559,LUCENE-5590, remove .zip binary artifacts ,BUG
560,LUCENE-5591, ReaderAndUpdates should create a proper IOContext when writing DV updates ,BUG
561,LUCENE-5592, Incorrectly reported uncloseable files. ,BUG
562,LUCENE-5593, javadocs generation in release tasks: painfully slow ,BUG
563,LUCENE-5594, don't call 'svnversion' over and over in the build ,BUG
564,LUCENE-5595,TestICUNormalizer2CharFilter test failure,BUG
565,LUCENE-5596, Support for index/search large numeric field ,BUG
566,LUCENE-5597, HttpReplication currently does not support a tree topology ,BUG
567,LUCENE-5599, HttpReplicator uses a lot of CPU for large files ,BUG
568,LUCENE-5600, HttpReplicator does not properly handle server failures ,BUG
569,LUCENE-5601, ThaiTokenizer ignores sentenceStart ,BUG
570,LUCENE-5602, always verify term vectors on bulk merge ,BUG
571,LUCENE-5612, LockStressTest fails always with NativeFSLockFactory ,BUG
572,LUCENE-5613, ByteBlockPool's documentation is completely useless ,BUG
573,LUCENE-5614,Add workaround for ANT bug to enable compile with Java 8 on ANT 1.8.3. and 1.8.4,BUG
574,LUCENE-5615, validate per-segment delete counts on write ,BUG
575,LUCENE-5616, remove FieldInfos leniency ,BUG
576,LUCENE-5617," don't rely on directory metadata for stored fields 'maxpointer', change to hard check ",BUG
577,LUCENE-5618, DocValues updates send wrong fieldinfos to codec producers ,BUG
578,LUCENE-5619, TestBackwardsCompatibility needs updatable docvalues ,BUG
579,LUCENE-5620, LowerCaseFilter.preserveOriginal ,BUG
580,LUCENE-5621, remove IndexOutput.flush() ,BUG
581,LUCENE-5622, Fail tests if they print over the given limit of bytes to System.out or System.err ,BUG
582,LUCENE-5623, Reproducible TestEarlyTermination failure ,BUG
583,LUCENE-5624, nightly 'test-lock-factory' may leak file handles ,BUG
584,LUCENE-5625, Update demo documentation with prerequisites and ant target ,BUG
585,LUCENE-5626," SimpleFSLockFactory ""access denied"" on windows. ",BUG
586,LUCENE-5627, Positional joins ,BUG
587,LUCENE-5628, SpecialOperations.getFiniteStrings should not recurse ,BUG
588,LUCENE-5629," Comparing the Version of Lucene , the Analyzer and the similarity function that are being used for indexing and searching. ",BUG
589,LUCENE-5633, NoMergePolicy should have one singleton - NoMergePolicy.INSTANCE ,BUG
590,LUCENE-5634, Reuse TokenStream instances in Field ,BUG
591,LUCENE-5635, Better exception testing for indexwriter ,BUG
592,LUCENE-5636, SegmentCommitInfo continues to list unneeded gen'd files ,BUG
593,LUCENE-5646, stored fields bulk merging doesn't quite work right ,BUG
594,LUCENE-5652, JVM crash in RamUsageEstimator.measureObjectSize(Ljava/lang/Object;) ,BUG
595,LUCENE-5653,JoinUtil - ArrayIndexOutOfBoundsException: 256,BUG
596,LUCENE-5654, CompoundFileWriter.close suppresses OOME ,BUG
597,LUCENE-5658, IllegalArgumentException from ByteBufferIndexInput.buildSlice ,BUG
598,LUCENE-5659, SpecialOperations.isFinite hits StackOverflowError on automaton accepting long strings ,BUG
599,LUCENE-5660, AnalyzingSuggester needs reasonable limits on max suggestion length ,BUG
600,LUCENE-5661, LiveIndexWriterConfig has setters that require magical order ,BUG
601,LUCENE-5662, Missing Field null checks can result in aborted segments ,BUG
602,LUCENE-5668,Off-by-1 error in TieredMergePolicy,BUG
603,LUCENE-5670, org.apache.lucene.util.fst.FST should skip over outputs it is not interested in ,BUG
604,LUCENE-5672, Addindexes does not call maybeMerge ,BUG
605,LUCENE-5673, MMapDirectory shouldn't pass along OOM wrapped as IOException ,BUG
606,LUCENE-5682, NPE in QueryRescorer when Scorer is null ,BUG
607,LUCENE-5686, Fail smoketester if there is LUCENE_XXXX or SOLR_XXXX in Changes.txt ,BUG
608,LUCENE-5689, FieldInfo.setDocValuesGen should not be public. ,BUG
609,LUCENE-5691, DocTermsOrds lookupTerm is wrong in some cases ,BUG
610,LUCENE-5697, Preview issue ,BUG
611,LUCENE-5704,Compile error in various DocValues formats with Java 8u20,BUG
612,LUCENE-5705, ConcurrentMergeScheduler/maxMergeCount default is too low ,BUG
613,LUCENE-5707,Spell checker puts a hard 3-letter limit on indexed words which affects suggestions,BUG
614,LUCENE-5709, NorwegianPhoneticFilter ,BUG
615,LUCENE-5713, FieldCache related test failure ,BUG
616,LUCENE-5732,Possible order violation in lucene library version 2.4.1,BUG
617,LUCENE-5738, NativeLock is release if Lock is closed after obtain failed ,BUG
618,LUCENE-5741, IndexWriter.tryDeleteDocument does not work ,BUG
619,LUCENE-5742, size of frq record is very huge in the table ,BUG
620,LUCENE-5768, hunspell condition check is buggy ,BUG
621,LUCENE-5774, RPT Within can skip allCellsIntersectQuery when no leafy branches are pruned ,BUG
622,LUCENE-5775, JaspellTernarySearchTrie.ramBytesUsed hits StackOverflowError ,BUG
623,LUCENE-5780, OrdinalMap's mapping from global ords to segment ords is sometimes wasteful ,BUG
624,LUCENE-5787, LuceneTestCase static leak checker interferes with Groovy unit tests ,BUG
625,LUCENE-5790, broken compareTo in MutableValueDouble and MutableValueBool - affects grouping when exists==false ,BUG
626,LUCENE-5791," QueryParserUtil, big query with wildcards -> runs endlessly and produces heavy load ",BUG
