CLASSIFIED_LABEL,WORDS_TF,SUMMARY,WORDS_TF_norm,rawPrediction,probability,prediction,Allocation,Reason for misclassification,Category(if any)
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[362,935],""values"":[1,1]}", trappy ignoreCase behavior with StopFilter/ignoreCase ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[362,935],""values"":[0.5,0.5]}","{""vectorType"":""dense"",""length"":2,""values"":[-16.80757636745429,-16.62758792987424]}","{""vectorType"":""dense"",""length"":2,""values"":[0.4551239749448529,0.5448760250551471]}",1,Sanyam,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[13,88,1623,1669],""values"":[1,1,1,1]}", Wrong trailing index calculation in PatternReplaceCharFilter ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[13,88,1623,1669],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-30.221088687818053,-30.09281075665205]}","{""vectorType"":""dense"",""length"":2,""values"":[0.4679744208520631,0.532025579147937]}",1,Sanyam,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[3,6,490,881,930,1509,1667,1850],""values"":[1,1,1,1,1,1,1,1]}", UAX29URLEmailTokenizer fails to recognize emails as such when the mailto: scheme is prepended ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[3,6,490,881,930,1509,1667,1850],""values"":[0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125]}","{""vectorType"":""dense"",""length"":2,""values"":[-64.6117148147127,-59.88765985607342]}","{""vectorType"":""dense"",""length"":2,""values"":[0.008800956481889633,0.9911990435181104]}",1,Sanyam,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[136,250,269,1090,2014],""values"":[1,1,1,1,1]}", MemoryIndex memory estimation in toString inconsistent with getMemorySize() ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[136,250,269,1090,2014],""values"":[0.2,0.2,0.2,0.2,0.2]}","{""vectorType"":""dense"",""length"":2,""values"":[-40.02205807688608,-39.10335384390239]}","{""vectorType"":""dense"",""length"":2,""values"":[0.2852219893116769,0.7147780106883231]}",1,Sanyam,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[6,139,183,1609],""values"":[1,1,1,1]}", possible SynonymFilter bug: hudson fail ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[6,139,183,1609],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-29.038752968296784,-27.907306698583557]}","{""vectorType"":""dense"",""length"":2,""values"":[0.24389429572037383,0.7561057042796262]}",1,Sanyam,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,320],""values"":[1,1]}", TestIndexModifier.testIndexWithThreads is not valid? ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,320],""values"":[0.5,0.5]}","{""vectorType"":""dense"",""length"":2,""values"":[-12.55095099932168,-12.034393934932865]}","{""vectorType"":""dense"",""length"":2,""values"":[0.37365765897210346,0.6263423410278965]}",1,Sanyam,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[1,171,481,574,959],""values"":[1,1,1,1,1]}", Suggested Patches to MultiPhraseQuery and QueryTermExtractor (for use with HighLighter) ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[1,171,481,574,959],""values"":[0.2,0.2,0.2,0.2,0.2]}","{""vectorType"":""dense"",""length"":2,""values"":[-36.661352056578664,-36.95073886987602]}","{""vectorType"":""dense"",""length"":2,""values"":[0.5718460080514054,0.42815399194859466]}",0,Sanyam,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[50,129,310,839,1174,1446,1675],""values"":[1,1,1,1,1,1,1]}", ISOLatin1AccentFilter discards position increments of filtered terms ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[50,129,310,839,1174,1446,1675],""values"":[0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285]}","{""vectorType"":""dense"",""length"":2,""values"":[-55.62115727050586,-57.10576254273134]}","{""vectorType"":""dense"",""length"":2,""values"":[0.8152671723890005,0.18473282761099952]}",0,Sanyam,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[3,109,244,368,375,641,992,1005,1012],""values"":[1,1,1,1,1,1,1,1,1]}", Demo HTML parser gives incorrect summaries when title is repeated as a heading ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[3,109,244,368,375,641,992,1005,1012],""values"":[0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111]}","{""vectorType"":""dense"",""length"":2,""values"":[-69.78854716154386,-67.94989133338241]}","{""vectorType"":""dense"",""length"":2,""values"":[0.13721034297863452,0.8627896570213655]}",1,Sanyam,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[5,6,35,390,464,866,1515],""values"":[1,1,1,1,1,1,1]}", Unit tests TestBackwardsCompatibility and TestIndexFileDeleter might fail depending on JVM ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[5,6,35,390,464,866,1515],""values"":[0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285]}","{""vectorType"":""dense"",""length"":2,""values"":[-50.13730954312709,-49.43341322274074]}","{""vectorType"":""dense"",""length"":2,""values"":[0.33094893026637356,0.6690510697336264]}",1,Sanyam,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[293,353,549,1838],""values"":[1,1,1,1]}", LuceneDictionary skips first word in enumeration ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[293,353,549,1838],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-32.0195595916341,-33.393222679026394]}","{""vectorType"":""dense"",""length"":2,""values"":[0.7979713357922651,0.20202866420773485]}",0,Sanyam,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,2,9,13,15,97,254,1189,2374],""values"":[1,1,1,1,1,1,1,1,1]}"," maxDoc should be explicitly stored in the index, not derived from file length ","{""vectorType"":""sparse"",""length"":2425,""indices"":[0,2,9,13,15,97,254,1189,2374],""values"":[0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111]}","{""vectorType"":""dense"",""length"":2,""values"":[-56.90746204775835,-56.775621266370486]}","{""vectorType"":""dense"",""length"":2,""values"":[0.4670874646322012,0.5329125353677988]}",1,Sanyam,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[6,8,15,46,284,373,446,509,2260],""values"":[1,1,1,1,1,1,1,1,1]}"," SegmentReader.setNorm can fail to remove separate norms file, on Windows ","{""vectorType"":""sparse"",""length"":2425,""indices"":[6,8,15,46,284,373,446,509,2260],""values"":[0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111]}","{""vectorType"":""dense"",""length"":2,""values"":[-61.65122025391504,-62.32335452534457]}","{""vectorType"":""dense"",""length"":2,""values"":[0.6619808934291525,0.33801910657084755]}",0,Sanyam,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[44,214],""values"":[1,1]}", Contrib RMI: NotSerializableException ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[44,214],""values"":[0.5,0.5]}","{""vectorType"":""dense"",""length"":2,""values"":[-12.783756461547627,-15.395444248581608]}","{""vectorType"":""dense"",""length"":2,""values"":[0.9316100082807987,0.06838999171920122]}",0,Sanyam,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,11,39,47,60,110,152,175,443,1437,1655,2022],""values"":[1,1,1,1,1,1,1,1,1,2,1,1]}", UUIDDocId cache does not work properly because of weakReferences in combination with new instance for combined indexreader  ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,11,39,47,60,110,152,175,443,1437,1655,2022],""values"":[0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693]}","{""vectorType"":""dense"",""length"":2,""values"":[-95.60331262242785,-88.89723914483643]}","{""vectorType"":""dense"",""length"":2,""values"":[0.0012219636213737562,0.9987780363786263]}",1,Sanyam,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,1,11,23],""values"":[1,1,1,1]}", ServerQuery does not use RemoteAdapterFactory for creating ServerQueryResult ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,1,11,23],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-21.34254032895037,-19.26345690567449]}","{""vectorType"":""dense"",""length"":2,""values"":[0.11114648575620793,0.8888535142437921]}",1,Sanyam,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[78],""values"":[1]}", ReorderReferenceableSNSTest failure ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[78],""values"":[1]}","{""vectorType"":""dense"",""length"":2,""values"":[-7.267233622955208,-6.639431026466153]}","{""vectorType"":""dense"",""length"":2,""values"":[0.34800895919279023,0.6519910408072097]}",1,Sanyam,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[57,63,84,88,198],""values"":[1,1,1,1,1]}", Wrong schemaObjectPrefix parameter in default repository.xml ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[57,63,84,88,198],""values"":[0.2,0.2,0.2,0.2,0.2]}","{""vectorType"":""dense"",""length"":2,""values"":[-32.1858805936725,-32.16376028162396]}","{""vectorType"":""dense"",""length"":2,""values"":[0.49447014746954354,0.5055298525304565]}",1,Sanyam,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[3,6,12,13,70,75,85],""values"":[1,1,1,1,1,1,1]}", Log path of missing node when re-indexing fails ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[3,6,12,13,70,75,85],""values"":[0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285]}","{""vectorType"":""dense"",""length"":2,""values"":[-40.5018748310003,-38.39998092946046]}","{""vectorType"":""dense"",""length"":2,""values"":[0.10891288022691735,0.8910871197730827]}",1,Sanyam,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[5,33,41,74,86,168,315,541,711,1156],""values"":[1,1,1,2,1,1,1,1,1,1]}", Lock test assumes that changes in one session are immediately visible in different session ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[5,33,41,74,86,168,315,541,711,1156],""values"":[0.09090909090909091,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091]}","{""vectorType"":""dense"",""length"":2,""values"":[-74.93595527635615,-74.5839417551643]}","{""vectorType"":""dense"",""length"":2,""values"":[0.41289423274689724,0.5871057672531027]}",1,Sanyam,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,10,11,31,97,128,151,177,383],""values"":[1,1,1,1,1,1,1,1,1]}", Jackrabbit does not allow concurrent reads to the data store if copyWhenReading=false ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,10,11,31,97,128,151,177,383],""values"":[0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111]}","{""vectorType"":""dense"",""length"":2,""values"":[-56.83685762225335,-54.30524821842909]}","{""vectorType"":""dense"",""length"":2,""values"":[0.07367173871621377,0.9263282612837862]}",1,Sanyam,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[1,209,228,355,386,1887,2115],""values"":[1,1,1,1,1,1,1]}", [PATCH] Use entrySet iterators to avoid map look ups in loops ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[1,209,228,355,386,1887,2115],""values"":[0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285]}","{""vectorType"":""dense"",""length"":2,""values"":[-53.19073880600193,-52.915012853828]}","{""vectorType"":""dense"",""length"":2,""values"":[0.4315019257878538,0.5684980742121462]}",1,Sanyam,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[48,458,666,712,1828],""values"":[1,1,1,1,1]}", importXML prepending line feeds to tag values ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[48,458,666,712,1828],""values"":[0.2,0.2,0.2,0.2,0.2]}","{""vectorType"":""dense"",""length"":2,""values"":[-39.10576734501193,-40.426469303400744]}","{""vectorType"":""dense"",""length"":2,""values"":[0.7892984703984413,0.21070152960155877]}",0,Sanyam,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[19,25,57,65,84],""values"":[1,1,1,1,1]}", repository.xml: throw an exception on error ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[19,25,57,65,84],""values"":[0.2,0.2,0.2,0.2,0.2]}","{""vectorType"":""dense"",""length"":2,""values"":[-31.41064295993712,-29.176695913139017]}","{""vectorType"":""dense"",""length"":2,""values"":[0.09674318307975657,0.9032568169202435]}",1,Sanyam,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[76,81,93,217,250,608],""values"":[1,1,1,1,1,1]}", BundleDbPersistenceManager.checkConsistency() only fixes inconsistency if consistencyFix is enabled in configuration ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[76,81,93,217,250,608],""values"":[0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666]}","{""vectorType"":""dense"",""length"":2,""values"":[-41.036049692184164,-42.923320628912656]}","{""vectorType"":""dense"",""length"":2,""values"":[0.8684440512513419,0.13155594874865803]}",0,Sanyam,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[9,39,76,1695],""values"":[1,1,1,1]}", Evict fixed NodePropBundle from cache ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[9,39,76,1695],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-25.659059934446987,-27.9208719765445]}","{""vectorType"":""dense"",""length"":2,""values"":[0.9056645590019494,0.09433544099805066]}",0,Sanyam,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[12,92,401,474,541,1032],""values"":[1,1,1,1,1,1]}", LuceneQueryBuilder assumes readability of root-Node to be granted in any case. ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[12,92,401,474,541,1032],""values"":[0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666]}","{""vectorType"":""dense"",""length"":2,""values"":[-43.81209833109406,-44.50948085647742]}","{""vectorType"":""dense"",""length"":2,""values"":[0.6676071890931349,0.33239281090686507]}",0,Sanyam,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[165,253,307,716,1173],""values"":[1,1,1,1,1]}", Extend mimetype list of text extractors ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[165,253,307,716,1173],""values"":[0.2,0.2,0.2,0.2,0.2]}","{""vectorType"":""dense"",""length"":2,""values"":[-38.015123225992994,-40.23441633915657]}","{""vectorType"":""dense"",""length"":2,""values"":[0.9019687097086859,0.09803129029131394]}",0,Sanyam,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[16,82,134,158,244,575],""values"":[1,1,1,1,1,1]}", Query parser builds invalid parse tree ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[16,82,134,158,244,575],""values"":[0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666]}","{""vectorType"":""dense"",""length"":2,""values"":[-41.04015917042308,-41.09982378389789]}","{""vectorType"":""dense"",""length"":2,""values"":[0.5149117299842997,0.48508827001570026]}",0,Sanyam,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[49,114,389,1058],""values"":[1,1,1,1]}", HTMLTextExtractor modifying UTF-8 encoded String ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[49,114,389,1058],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-28.96763582622875,-29.426230603476824]}","{""vectorType"":""dense"",""length"":2,""values"":[0.6126807653488847,0.3873192346511152]}",0,Sanyam,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[1,3,65,160,349,722],""values"":[1,1,1,1,1,1]}", JSP page compilation errors when depoyed using oc4j ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[1,3,65,160,349,722],""values"":[0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666]}","{""vectorType"":""dense"",""length"":2,""values"":[-38.453219650055594,-38.06483965559893]}","{""vectorType"":""dense"",""length"":2,""values"":[0.4041073448105939,0.5958926551894062]}",1,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,255,422,452],""values"":[1,1,1,1]}", OCM: translate-project goal not found ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,255,422,452],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-27.637953920974006,-28.537664419617524]}","{""vectorType"":""dense"",""length"":2,""values"":[0.7108900063742405,0.28910999362575945]}",0,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[3,7,8,20,53,60,266,582,1040,1437],""values"":[1,1,1,1,1,1,1,1,1,1]}", JCR2SPI: incomplete changelog when combining move with removal of new destination parent ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[3,7,8,20,53,60,266,582,1040,1437],""values"":[0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1]}","{""vectorType"":""dense"",""length"":2,""values"":[-65.7262495179306,-67.88105395197658]}","{""vectorType"":""dense"",""length"":2,""values"":[0.8961168803862146,0.10388311961378541]}",0,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[14,40,97,151,450,1521],""values"":[1,1,1,1,2,1]}", Database Data Store: support database type 'mssql' ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[14,40,97,151,450,1521],""values"":[0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285]}","{""vectorType"":""dense"",""length"":2,""values"":[-49.634566246841814,-49.4265038144398]}","{""vectorType"":""dense"",""length"":2,""values"":[0.44817122932362735,0.5518287706763727]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,2,12,33,60,93,251,400,620],""values"":[1,1,1,1,1,1,1,1,1]}", Node.setPrimaryNodeType should only redefine child-definitions that are not covered by the new effective nt ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,2,12,33,60,93,251,400,620],""values"":[0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111]}","{""vectorType"":""dense"",""length"":2,""values"":[-56.66153300942038,-54.77286026111513]}","{""vectorType"":""dense"",""length"":2,""values"":[0.1313958759064192,0.8686041240935809]}",1,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,26,54],""values"":[1,1,1]}", Update monitor is not released ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,26,54],""values"":[0.3333333333333333,0.3333333333333333,0.3333333333333333]}","{""vectorType"":""dense"",""length"":2,""values"":[-16.34744560454571,-16.987083568543515]}","{""vectorType"":""dense"",""length"":2,""values"":[0.6546716172888394,0.34532838271116073]}",0,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[7,76,582],""values"":[1,1,1]}", Incomplete JCR-1664 fix in BindableRepository ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[7,76,582],""values"":[0.3333333333333333,0.3333333333333333,0.3333333333333333]}","{""vectorType"":""dense"",""length"":2,""values"":[-18.785270518825826,-21.698299519223642]}","{""vectorType"":""dense"",""length"":2,""values"":[0.9484867615639797,0.0515132384360203]}",0,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,7,11,48,216,466,475,581,1232],""values"":[1,1,1,1,1,1,1,1,1]}", jcr:like() does not scale well on large value ranges ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,7,11,48,216,466,475,581,1232],""values"":[0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111]}","{""vectorType"":""dense"",""length"":2,""values"":[-61.114649111627955,-60.106754597025756]}","{""vectorType"":""dense"",""length"":2,""values"":[0.26739209974894546,0.7326079002510545]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[214,216,218,678,786],""values"":[1,1,1,1,1]}", uploading large streams through rmi ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[214,216,218,678,786],""values"":[0.2,0.2,0.2,0.2,0.2]}","{""vectorType"":""dense"",""length"":2,""values"":[-38.585610393817056,-37.41303745274735]}","{""vectorType"":""dense"",""length"":2,""values"":[0.23639022800287673,0.7636097719971232]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[7,20,26,86,200],""values"":[1,1,1,1,1]}", Update SPI locking to match JCR 2.0 ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[7,20,26,86,200],""values"":[0.2,0.2,0.2,0.2,0.2]}","{""vectorType"":""dense"",""length"":2,""values"":[-30.38043144329484,-30.11086128782431]}","{""vectorType"":""dense"",""length"":2,""values"":[0.43301262428164977,0.5669873757183503]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,3,39,56,185,571],""values"":[1,1,1,1,1,1]}", Bundle cache is not cleared when *BundlePersistenceManager is closed ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,3,39,56,185,571],""values"":[0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666]}","{""vectorType"":""dense"",""length"":2,""values"":[-37.36036309090159,-35.097262151672325]}","{""vectorType"":""dense"",""length"":2,""values"":[0.09422538000212645,0.9057746199978736]}",1,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[161,240,327,438,1574],""values"":[1,1,1,1,1]}", Prevent persistence of faulty back-references ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[161,240,327,438,1574],""values"":[0.2,0.2,0.2,0.2,0.2]}","{""vectorType"":""dense"",""length"":2,""values"":[-38.100318072056226,-38.90070881413652]}","{""vectorType"":""dense"",""length"":2,""values"":[0.6900580584423333,0.30994194155766674]}",0,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[3,5,6,12,40,90,92,565,638,677,901],""values"":[1,1,1,1,1,1,1,1,1,1,1]}", Several test cases fail when declaring nt:base / nt:hierarchy node types as 'abstract'  ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[3,5,6,12,40,90,92,565,638,677,901],""values"":[0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091]}","{""vectorType"":""dense"",""length"":2,""values"":[-71.80443411343266,-73.43442785009728]}","{""vectorType"":""dense"",""length"":2,""values"":[0.8361687807606832,0.16383121923931665]}",0,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[71,382,1525],""values"":[1,1,1]}", Unnecessary hasItemState() call in SessionItemStateManager ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[71,382,1525],""values"":[0.3333333333333333,0.3333333333333333,0.3333333333333333]}","{""vectorType"":""dense"",""length"":2,""values"":[-23.952624620855055,-23.39768566832068]}","{""vectorType"":""dense"",""length"":2,""values"":[0.364719295205105,0.6352807047948951]}",1,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[7,12,34,37,40,51,508,1349],""values"":[1,1,1,1,1,1,1,1]}", handling of expanded-form jcr names by node type *Template classes  ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[7,12,34,37,40,51,508,1349],""values"":[0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125]}","{""vectorType"":""dense"",""length"":2,""values"":[-50.70356450588673,-50.9763686682126]}","{""vectorType"":""dense"",""length"":2,""values"":[0.5677811927832023,0.4322188072167977]}",0,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[2,38,165,200,696,724,2106],""values"":[1,1,1,1,1,1,1]}", Text.escapeIllegalJCRChars should be adjusted to match the 2.0 set of illegal chars ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[2,38,165,200,696,724,2106],""values"":[0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285]}","{""vectorType"":""dense"",""length"":2,""values"":[-51.05861407454438,-50.10745005709826]}","{""vectorType"":""dense"",""length"":2,""values"":[0.2786507889280355,0.7213492110719644]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[6,82,186,296],""values"":[1,1,1,1]}", Build fails on system without X ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[6,82,186,296],""values"":[0.25,0.25,0.25,0.25]}","{""vectorType"":""dense"",""length"":2,""values"":[-26.88277134949461,-25.815442636905164]}","{""vectorType"":""dense"",""length"":2,""values"":[0.25591142101286896,0.7440885789871311]}",1,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[1,3,128,174,334],""values"":[1,1,1,1,1]}", Use FieldSelector in Sorted/LuceneQueryHits when reading UUID ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[1,3,128,174,334],""values"":[0.2,0.2,0.2,0.2,0.2]}","{""vectorType"":""dense"",""length"":2,""values"":[-30.879220615511485,-30.491773823740424]}","{""vectorType"":""dense"",""length"":2,""values"":[0.4043320844038137,0.5956679155961863]}",1,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,2,31,84,228,299],""values"":[1,1,1,1,1,1]}", redefinition of xml-namespace mapping should not be allowed ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[0,2,31,84,228,299],""values"":[0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666]}","{""vectorType"":""dense"",""length"":2,""values"":[-34.8648832111149,-37.55812322007118]}","{""vectorType"":""dense"",""length"":2,""values"":[0.9366265719273892,0.06337342807261077]}",0,Neha,,
0,"{""vectorType"":""sparse"",""length"":2425,""indices"":[43,81,122,231,468],""values"":[1,1,1,1,1]}", Return null for optional configuration elements ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[43,81,122,231,468],""values"":[0.2,0.2,0.2,0.2,0.2]}","{""vectorType"":""dense"",""length"":2,""values"":[-34.76874032467184,-34.566730200449406]}","{""vectorType"":""dense"",""length"":2,""values"":[0.4496685136315082,0.5503314863684918]}",1,Neha,,
1,"{""vectorType"":""sparse"",""length"":2425,""indices"":[57,75,586],""values"":[1,1,1]}", repository-2.0.dtd missing ,"{""vectorType"":""sparse"",""length"":2425,""indices"":[57,75,586],""values"":[0.3333333333333333,0.3333333333333333,0.3333333333333333]}","{""vectorType"":""dense"",""length"":2,""values"":[-20.161801195114478,-22.534237417820908]}","{""vectorType"":""dense"",""length"":2,""values"":[0.9147011340349415,0.08529886596505842]}",0,Neha,,
