,ID,SUMMARY,CLASSIFIED
194,JCR-4541, reduce classpath lookups for SaxParserFactory ,BUG
195,JCR-4542, How to launch jackrabbit standalone server as https by default it loads as http ,BUG
196,JCR-4543,Update Tika dependency to 1.24,BUG
197,JCR-4544,Update slf4j dependency to 1.7.30,BUG
198,JCR-4545,Update httpclient/mime dependencies to 4.5.12,BUG
199,JCR-4546,Update aws java sdk version to 1.11.700 (consistent with Oak),BUG
200,JCR-4547,Update tomcat dependency to 8.5.53/7.0.103,BUG
201,JCR-4548,update javadoc-plugin dependency to 3.2.0,BUG
202,JCR-4549, backup with RepositoryCopier.copy() fails on second method call ,BUG
203,JCR-4552,EOL Jackrabbit 2.18,BUG
204,JCR-4561,webapp: update htmlunit dependency to 2.40.0,BUG
205,JCR-4562,Remove workaround for FELIX-2492,BUG
206,JCR-4564, jackrabbit-jcr-server: remove obsolete workaround for scr-plugin ,BUG
207,JCR-4566, travis-ci script added. Please trigger it on travis-ci. ,BUG
208,JCR-4567,Jackrabbit should build and test with Java 15,BUG
209,JCR-4568,Update to jacoco version 0.8.6 (compatible with Java 15),BUG
210,JCR-4569,Update to maven bundle plugin compatible with Java 15,BUG
211,JCR-4570, WebdavRequestImpl does not check ETags if there is no resource or no exclusive write lock ,BUG
212,JCR-4571," WebdavRequestImpl stores If-Header values using either absolute URIs or absolute paths, but both may be used for lookup ",BUG
213,JCR-4574, add tests for https (with self-signed cert) ,BUG
214,JCR-4575,Update tomcat dependency to 8.5.55/7.0.104,BUG
215,JCR-4578, IndexMerger should log more debug informations about the internal IndexBuckets ,BUG
216,JCR-4579, jackrabbit-data: allow to disable statement pooling through system property ,BUG
217,JCR-4581, use GZIP encoding in XML responses when client signals support ,BUG
218,JCR-4582, support 'deflate' encoding in requests ,BUG
219,JCR-4583, remove XML serialization workaround for ancient Java versions ,BUG
220,JCR-4585,jackrabbit-webdav: return Etag with 304 response,BUG
221,JCR-4586, jackrabbit-webdav: must ignore if-modified-since with broken date  ,BUG
222,JCR-4587, jackrabbit-webdav: include if-unmodified-since in precondition check ,BUG
223,JCR-4588, jackrabbit-webdav/server: add parsers for http dates and use them in conditional eval ,BUG
224,JCR-4590, jcr-server: DirListingExportHandler sets empty Etag ,BUG
225,JCR-4591, basic trailer field support ,BUG
226,JCR-4592,Update maven-assembly-plugin to 3.3.0,BUG
227,JCR-4593,update war-plugin dependency to 3.3.0,BUG
228,JCR-4594,update pmd-plugin dependency to 3.13.0,BUG
229,JCR-4595,update checkstyle-plugin dependency to 3.1.1,BUG
230,JCR-4596,update build-helper-maven-plugin to version 3.2.0,BUG
231,JCR-4601,jackrabbit-jcr-commons: update cglib dependency to 3.3.0,BUG
232,JCR-4602, jackrabbit-core: remove unused commons-collections dependency ,BUG
233,JCR-4603, spi-commons: Iterators - incorrect method signature ,BUG
234,JCR-4604, deprecate Iterators.Predicate ,BUG
235,JCR-4605, standalone: fix deprecation warning wrt GnuParser ,BUG
236,JCR-4606, standalone: logback log files created in wrong place ,BUG
237,JCR-4609, Improve logging in case of exception in JcrUtils.getRepository() ,BUG
238,JCR-4610,Tests in jackrabbit-spi2dav are not executed by default,BUG
239,JCR-4611, JackRabbit Oracle Bundle Schema NODE_ID Type Change to VarChar ,BUG
240,JCR-4617, Emit apache-rat-plugin errors on console ,BUG
241,JCR-4618, Relax PredefinedNodeTypeTest to not require nt:frozenNode to be referenceable ,BUG
242,JCR-4625, ParsingNameResolver.getQName(...) must not throw IllegalNameException for empty string ,BUG
243,JCR-4626,CI build fail because org.glassfish:javax.el:jar:3.0.1-b06-SNAPSHOT can't be retrieved,BUG
244,JCR-4627, jackrabbit-it-osgi: pax-exam fails to load artefacts from maven central ,BUG
245,JCR-4629,Update spotbugs-maven-plugin to 4.0.4,BUG
246,JCR-4630,Update animal-sniffer dependency to 1.19,BUG
247,JCR-4631,update war-plugin dependency to 3.3.1,BUG
248,JCR-4634,Jackrabbit should build and test with Java 16,BUG
249,JCR-4635, jackrabbit-webdav: successful PUT should return etag response field ,BUG
250,JCR-4653,Update httpclient/mime dependencies to 4.5.13,BUG
251,JCR-4654,webapp: update htmlunit dependency to 2.45.0,BUG
252,JCR-4656,Upgrade Commons VFS to 2.7.0,BUG
